Förvaltning;Leverantör;Organisationsnummer;Verifikationsnummer;Konto;Kontotext;Belopp exkl moms
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685260;6442;Ekologiska livsmedel;2 576,04
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685294;6441;Livsmedel;303,48
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601669131;6441;Livsmedel;1 844,92
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601681377;6441;Livsmedel;713,28
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601681324;6441;Livsmedel;1 419,90
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685321;6441;Livsmedel;513,73
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685322;6441;Livsmedel;254,91
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685323;6441;Livsmedel;2 311,60
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685291;6441;Livsmedel;-72,10
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685258;6441;Livsmedel;195,24
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685260;6441;Livsmedel;1 612,07
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685309;6442;Ekologiska livsmedel;441,71
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685311;6442;Ekologiska livsmedel;1 417,38
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685313;6442;Ekologiska livsmedel;494,64
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685308;6441;Livsmedel;947,72
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685309;6441;Livsmedel;2 374,22
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685313;6441;Livsmedel;1 027,88
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685287;6441;Livsmedel;-240,00
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685298;6441;Livsmedel;49,74
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685303;6442;Ekologiska livsmedel;653,06
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685297;6441;Livsmedel;-106,02
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685303;6441;Livsmedel;1 726,18
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685306;6442;Ekologiska livsmedel;526,75
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685156;6442;Ekologiska livsmedel;9 100,05
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685280;6441;Livsmedel;133,50
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685284;6441;Livsmedel;7 394,72
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685284;6461;Förbrukningsmaterial;200,00
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685284;6442;Ekologiska livsmedel;5 714,27
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685286;6441;Livsmedel;-400,00
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685126;6441;Livsmedel;5 580,76
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685143;6441;Livsmedel;-40,00
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685149;6441;Livsmedel;4 108,81
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685151;6442;Ekologiska livsmedel;1 088,88
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685156;6441;Livsmedel;30 012,67
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685156;6441;Livsmedel;288,57
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685104;6441;Livsmedel;76,97
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685105;6441;Livsmedel;378,72
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685106;6441;Livsmedel;99,21
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685107;6441;Livsmedel;5 633,33
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685108;6441;Livsmedel;757,44
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601685109;6441;Livsmedel;5 696,71
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601684703;6441;Livsmedel;4 050,95
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601684714;6441;Livsmedel;2 035,64
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601684723;6441;Livsmedel;3 390,16
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601684723;6442;Ekologiska livsmedel;150,60
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601684723;6442;Ekologiska livsmedel;5,10
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601684723;6441;Livsmedel;114,90
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601684026;6461;Förbrukningsmaterial;59,20
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601684169;6441;Livsmedel;2 611,32
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601684169;6441;Livsmedel;177,98
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601684169;6442;Ekologiska livsmedel;909,78
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601684169;6442;Ekologiska livsmedel;62,02
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601684710;6441;Livsmedel;3 447,36
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601683578;6442;Ekologiska livsmedel;687,84
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601683578;6442;Ekologiska livsmedel;54,73
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601684027;6441;Livsmedel;3 311,45
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601684025;6441;Livsmedel;3 038,49
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601684026;6461;Förbrukningsmaterial;100,80
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601684026;6441;Livsmedel;2 520,17
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601683311;6442;Ekologiska livsmedel;1 559,23
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601683311;6441;Livsmedel;3 997,63
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601683559;6441;Livsmedel;4 838,31
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601683566;6441;Livsmedel;3 801,92
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601683578;6441;Livsmedel;1 825,67
160 - Äldre samt vård- och omsorgsnämnden;MARTIN&SERVERA RESTAURANGHANDEL;5591355549;1601683578;6441;Livsmedel;145,27
